"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"211",1955,"No","co-op","combo","No","gas","no","Combo",644,2,1,0,4,155000,NA,"Very Walkable","Southeast Queens",0
"212",1944,"Yes","co-op",NA,"Yes","gas","no","Efficient",519,0,1,0,1,150000,500,"Walker's Paradise","West Central Queens",0
"213",1938,"Yes","co-op","formal","Yes","oil","no","Efficient",789,2,1,0,4,257000,NA,"Walker's Paradise","Southwest Queens",0
"214",1992,"Yes","condo","combo","Yes","gas","yes","Efficient",0,2,1,0,4,332000,NA,"Walker's Paradise","West Queens",399.333333333333
"215",2015,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,6,648000,977,"Walker's Paradise","West Central Queens",243
"216",1960,"Yes","co-op","formal","No","oil","no","Efficient",731,2,1,0,4,130000,NA,"Very Walkable","Southwest Queens",0
"217",1982,"Yes","condo",NA,"No","oil","no","Efficient",0,2,1,0,5,550000,NA,"Very Walkable","North Queens",1004.75
"218",1926,"Yes","co-op",NA,"No","oil","no","Eat_In",768,1,1,0,3,325000,NA,"Walker's Paradise","Northwest Queens",0
"219",1985,"No","condo","combo","No","gas","no","Eat_In",155,3,2,0,7,680000,NA,"Somewhat Walkable","North Queens",1015.25
"220",1950,"No","co-op","combo","No","gas","no","Eat_In",NA,1,1,0,4,103500,NA,"Very Walkable","Southeast Queens",0
"221",1973,"No","condo",NA,"No","electric","no","Combo",498,2,1,0,4,452000,778,"Walker's Paradise","Central Queens",295.583333333333
"222",1930,"No","co-op","other","No","oil","no","Eat_In",559,1,1,0,3,255000,NA,"Walker's Paradise","West Central Queens",0
"223",1950,"No","co-op","formal","No",NA,"no","Efficient",560,1,1,0,3,205000,NA,"Very Walkable","Central Queens",0
"224",1960,"No","co-op",NA,"No","gas","no","Combo",NA,1,1,0,3,185000,NA,"Walker's Paradise","Southwest Queens",0
"225",1952,"Yes","co-op","other","Yes","oil","no","Efficient",906,2,1,0,4,415000,NA,"Walker's Paradise","West Central Queens",0
"226",1970,"No","co-op",NA,"No","gas","no","Efficient",NA,1,1,0,3,344000,NA,"Somewhat Walkable","North Queens",0
"227",1950,"No","co-op","combo","No","gas","no","Efficient",815,2,1,0,5,239000,NA,"Very Walkable","Northeast Queens",0
"228",1973,"Yes","condo","combo","Yes","electric","yes","Efficient",0,2,1,0,4,480000,870,"Walker's Paradise","Central Queens",960.833333333333
"229",1951,"Yes","co-op",NA,"Yes","other","yes","Combo",647,1,1,0,3,280000,NA,"Walker's Paradise","West Queens",0
"230",1938,"No","co-op","other","No","gas","yes","Combo",435,0,1,0,2,135500,NA,"Walker's Paradise","West Central Queens",0
"231",1960,"Yes","co-op","combo","No","gas","no","Efficient",550,1,1,0,3,66000,NA,"Very Walkable","Southwest Queens",0
"232",1970,"No","co-op",NA,"No","gas","no",NA,773,1,1,0,3,185000,NA,"Walker's Paradise","Jamaica",0
"233",1950,"No","co-op","other","No","gas","no","Combo",644,2,1,0,4,155000,571,"Somewhat Walkable","Southeast Queens",0
"234",1951,"No","co-op","formal","No","gas","no","Combo",NA,2,1,0,5,207000,NA,"Somewhat Walkable","Southeast Queens",0
"235",1952,"Yes","co-op","formal","No","gas","no","Efficient",536,1,1,0,3,179000,600,"Very Walkable","North Queens",0
"236",1961,"No","co-op","other","No","other","no","Eat_In",NA,1,1,0,3,225000,NA,"Walker's Paradise","Northwest Queens",0
"237",1982,"No","condo","combo","No","oil","yes","Eat_In",0,2,2,0,5,635000,1050,"Very Walkable","North Queens",1072.66666666667
"238",1974,"No","co-op","combo","No","gas","yes","Efficient",656,1,1,0,3,289000,630,"Somewhat Walkable","Southeast Queens",0
"239",1951,"No","co-op","combo","No","gas","no","Efficient",NA,2,1,0,4,155000,NA,"Very Walkable","Southeast Queens",0
"240",1950,"Yes","co-op","combo","No","oil","no","Efficient",805,1,1,0,3,167000,NA,"Very Walkable","North Queens",0
"241",1921,"No","co-op","combo","No","gas","no","Combo",789,2,1,0,5,290000,NA,"Walker's Paradise","Northwest Queens",0
"242",1965,"No","co-op",NA,"No","oil","no","Efficient",397,0,1,0,2,55000,NA,"Very Walkable","Southwest Queens",0
"243",1960,"Yes","co-op",NA,"No","gas","no","Efficient",687,1,1,0,3,140000,NA,"Very Walkable","Southwest Queens",0
"244",1955,"Yes","co-op","combo","No","gas","no","Efficient",739,1,1,0,3,168000,NA,"Very Walkable","Northeast Queens",0
"245",1955,"Yes","co-op","formal","No","gas","no","Efficient",824,2,1,0,5,238000,950,"Very Walkable","North Queens",0
"246",1950,"Yes","co-op","other","Yes","gas","no","Eat_In",765,2,1,0,5,330000,NA,"Very Walkable","Southeast Queens",0
"247",1953,"Yes","co-op","combo","No","oil","no","Efficient",722,1,1,0,3,181500,NA,"Very Walkable","Northeast Queens",0
"248",1983,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,7,640000,NA,"Very Walkable","North Queens",929
"249",1950,"Yes","co-op","formal","Yes","oil","no","Efficient",670,1,1,0,4,198800,NA,"Very Walkable","Central Queens",0
"250",1938,"No","condo",NA,"No","oil","no","Efficient",0,1,1,0,2,420000,778,"Walker's Paradise","West Central Queens",784.333333333333
"251",1964,"Yes","co-op","formal","No","gas","no","Combo",NA,3,2,0,5,686000,NA,"Walker's Paradise","West Central Queens",0
"252",1964,"Yes","co-op","formal","No","gas","no","Combo",NA,3,2,0,5,686000,NA,"Walker's Paradise","West Central Queens",0
"253",1975,"No","co-op",NA,"No","oil","yes","Eat_In",NA,3,2,1,7,820000,1950,"Somewhat Walkable","Southeast Queens",0
"254",1928,"Yes","co-op","combo","No","oil","no","Eat_In",790,1,1,0,3,175000,NA,"Somewhat Walkable","North Queens",0
"255",1950,"Yes","co-op","formal","No","oil","no","Efficient",994,2,1,0,5,265000,NA,"Very Walkable","Northeast Queens",0
"256",1952,"Yes","co-op",NA,"Yes","gas","yes","Eat_In",NA,3,2,0,6,585000,1379,"Walker's Paradise","West Central Queens",0
"257",1963,"Yes","co-op","formal","Yes","oil","no","Efficient",763,2,1,0,5,132000,NA,"Very Walkable","Southwest Queens",0
"258",1966,"Yes","condo","combo","Yes",NA,"no","Efficient",512,1,1,0,3,259000,NA,"Very Walkable","Southwest Queens",NA
"259",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",595,1,1,0,3,235000,743,"Very Walkable","West Central Queens",0
"260",2007,"No","condo","formal","No","electric","no","Combo",0,2,2,0,7,565000,1075,"Walker's Paradise","North Queens",275.666666666667
"261",1978,"No","condo","combo","No",NA,"no","Efficient",0,1,1,0,3,298000,657,"Very Walkable","West Central Queens",379.75
"262",1964,"No","co-op","other","No","gas","yes","Efficient",864,1,1,0,3,330000,NA,"Walker's Paradise","West Central Queens",0
"263",1950,"No","co-op",NA,"No","oil","no","Efficient",497,1,1,0,3,177677,NA,"Somewhat Walkable","Southeast Queens",0
"264",1950,"No","co-op","combo","No","gas","yes","Eat_In",870,2,1,0,4,230000,NA,"Walker's Paradise","Central Queens",0
"265",1955,"Yes","co-op","combo","Yes","oil","no","Efficient",658,1,1,0,3,175000,NA,"Very Walkable","Central Queens",0
"266",1950,"No","co-op","formal","No","oil","yes","Eat_In",NA,3,2,0,8,690000,NA,"Walker's Paradise","West Central Queens",0
"267",1950,"No","co-op","formal","No","gas","yes","Eat_In",801,2,1,0,4,355000,1100,"Very Walkable","North Queens",0
"268",1952,"No","co-op",NA,"No","gas","no",NA,540,1,1,0,4,130000,670,"Walker's Paradise","West Queens",0
"269",1952,"Yes","co-op",NA,"Yes","gas","no","Eat_In",825,2,1,0,4,315000,NA,"Walker's Paradise","West Central Queens",0
"270",1951,"Yes","co-op","formal","Yes","oil","no","Efficient",714,1,1,0,3,170000,760,"Walker's Paradise","West Queens",0
"271",1958,"Yes","co-op","combo","No","oil","no","Eat_In",837,1,1,0,3,246000,NA,"Somewhat Walkable","North Queens",0
"272",1950,"Yes","co-op",NA,"No","oil","no","Efficient",664,1,1,0,3,189000,NA,"Somewhat Walkable","Northeast Queens",0
"273",1955,"Yes","co-op",NA,"No","gas","no","Combo",546,1,1,0,3,155500,NA,"Somewhat Walkable","Northeast Queens",0
"274",1970,"Yes","co-op","combo","Yes","oil","yes","Efficient",811,0,1,0,2,240000,NA,"Very Walkable","North Queens",0
"275",1952,"No","co-op","combo","No","oil","no","Efficient",723,1,1,0,4,145000,NA,"Very Walkable","Jamaica",0
"276",1987,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,4,470000,1096,"Walker's Paradise","Southwest Queens",459.666666666667
"277",1958,"No","co-op","combo","No","oil","no","Efficient",814,1,1,0,3,129000,NA,"Walker's Paradise","Jamaica",0
"278",1950,"Yes","co-op","combo","Yes","oil","no","Efficient",679,1,1,0,3,172000,NA,"Car-Dependent","Southeast Queens",0
"279",1955,"No","co-op","combo","No","gas","yes","Eat_In",601,2,1,0,4,222000,NA,"Somewhat Walkable","Northeast Queens",0
"280",1949,"Yes","co-op","combo","Yes","oil","no","Eat_In",956,2,1,0,5,273000,950,"Very Walkable","North Queens",0
"281",1939,"No","co-op",NA,"No","oil","no","Eat_In",723,1,1,0,3,255960,800,"Walker's Paradise","West Central Queens",0
"282",1955,"No","co-op","combo","No","gas","no","Eat_In",666,1,1,0,3,117000,770,"Very Walkable","Jamaica",0
"283",1955,"Yes","co-op","combo","Yes","oil","yes","Efficient",592,1,1,0,3,232500,750,"Walker's Paradise","West Central Queens",0
"284",1958,"No","co-op","formal","No","gas","no","Eat_In",830,3,1,0,6,347000,NA,"Very Walkable","North Queens",0
"285",1950,"Yes","co-op",NA,"No","gas","no","Efficient",376,1,1,0,3,120000,NA,"Very Walkable","Northeast Queens",0
"286",1957,"Yes","co-op","combo","Yes","oil","no","Combo",661,1,1,0,3,235000,NA,"Walker's Paradise","West Central Queens",0
"287",1954,"No","co-op","combo","No","oil","no","Eat_In",706,2,1,0,4,136000,NA,"Somewhat Walkable","Southeast Queens",0
"288",1985,"Yes","condo","other","Yes","gas","no","Eat_In",0,1,1,0,4,469000,750,"Somewhat Walkable","North Queens",733.333333333333
"289",1953,"No","co-op",NA,"No","gas","yes","Efficient",NA,2,1,0,4,115000,700,"Very Walkable","West Queens",0
"290",1970,"Yes","co-op","formal","No","oil","no","Eat_In",711,2,1,0,5,180000,NA,"Very Walkable","Southwest Queens",0
"291",1956,"No","co-op","combo","No","gas","no","Eat_In",NA,2,1,0,6,430000,1500,"Walker's Paradise","North Queens",0
"292",1964,"No","co-op",NA,"No","oil","yes","Efficient",NA,2,2,0,5,525000,1300,"Walker's Paradise","West Central Queens",0
"293",1947,"Yes","co-op","combo","Yes","gas","no","Efficient",497,1,1,0,3,189000,NA,"Very Walkable","Southeast Queens",0
"294",1958,"No","co-op","combo","No","gas","no","Efficient",650,2,1,1,4,280000,NA,"Walker's Paradise","West Queens",0
"295",1986,"Yes","condo","formal","Yes","gas","yes","Eat_In",0,3,2,0,6,540000,NA,"Very Walkable","Central Queens",666.166666666667
"296",1968,"No","co-op",NA,"No","gas","no","Efficient",649,1,1,0,3,116000,800,"Walker's Paradise","West Queens",0
"297",1953,"No","co-op","formal","No","oil","no","Combo",765,2,1,0,4,360000,NA,"Walker's Paradise","North Queens",0
"298",1928,"No","co-op","combo","No","oil","no","Eat_In",880,2,1,0,5,395000,NA,"Somewhat Walkable","Northeast Queens",0
"299",1960,"No","co-op","combo","No",NA,"no","Eat_In",711,1,1,0,3,245000,850,"Very Walkable","North Queens",0
"300",1929,"No","co-op","combo","No","oil","no","Eat_In",902,1,1,0,4,174000,NA,"Walker's Paradise","Southwest Queens",0
"301",1987,"Yes","condo","combo","Yes","gas","no",NA,0,1,1,0,3,328000,NA,"Walker's Paradise","North Queens",757.416666666667
"302",1953,"Yes","co-op",NA,"No","oil","no","Efficient",651,1,1,0,3,158000,NA,"Very Walkable","Northeast Queens",0
"303",2009,"No","condo","combo","No","gas","no","Combo",0,2,2,0,4,520000,NA,"Walker's Paradise","West Queens",452
"304",1952,"No","co-op","formal","No","oil","yes","Eat_In",NA,3,2,1,7,5e+05,NA,"Walker's Paradise","West Central Queens",0
"305",1950,"No","co-op","combo","No","gas","no","Efficient",985,2,1,0,5,262000,NA,"Very Walkable","Northeast Queens",0
"306",1948,"No","co-op","combo","No","oil","no","Efficient",567,1,1,0,3,158000,550,"Very Walkable","Central Queens",0
"307",1950,"Yes","co-op","formal","Yes","oil","yes","Combo",591,1,1,0,3,147000,850,"Walker's Paradise","Southwest Queens",0
"308",1954,"Yes","co-op",NA,"Yes","oil","no","Efficient",412,0,1,0,2,147000,NA,"Walker's Paradise","West Central Queens",0
"309",1965,"Yes","co-op","combo","No","gas","no","Efficient",708,1,1,0,3,222000,NA,"Walker's Paradise","West Central Queens",0
"310",1948,"No","condo","combo","No","oil","no","Eat_In",0,1,1,0,3,415500,743,"Walker's Paradise","Northwest Queens",327.5
"311",1948,"Yes","co-op","combo","Yes","gas","no","Combo",NA,2,1,0,5,240000,NA,"Very Walkable","Jamaica",0
"312",1952,"No","co-op","combo","No","gas","no","Eat_In",770,3,1,0,5,265000,NA,"Very Walkable","North Queens",0
"313",1951,"No","co-op","combo","No","oil","no","Eat_In",465,0,1,0,2,175000,NA,"Walker's Paradise","West Queens",0
"314",1952,"Yes","condo","combo","Yes","oil","no","Eat_In",0,2,1,0,4,499888,801,"Very Walkable","Central Queens",684.666666666667
"315",NA,"Yes","co-op",NA,"Yes","gas","no","Eat_In",494,0,1,0,3,210000,NA,"Walker's Paradise","West Queens",0
"316",1970,"Yes","co-op",NA,"No","oil","yes","Efficient",NA,1,1,0,4,4e+05,NA,"Very Walkable","North Queens",0
"317",1990,"Yes","condo",NA,"Yes","gas","no","Combo",0,1,1,0,3,365000,610,"Walker's Paradise","West Queens",337.666666666667
"318",2005,"Yes","condo","combo","Yes","gas","no","Eat_In",0,2,2,0,3,440000,900,"Very Walkable","West Central Queens",509.083333333333
"319",2001,"No","condo","combo","No","gas","no","Efficient",0,2,2,0,5,450000,NA,"Very Walkable","West Central Queens",621.416666666667
"320",1941,"Yes","co-op","formal","Yes","oil","no","Eat_In",594,1,1,0,3,305000,NA,"Walker's Paradise","West Queens",0
"321",1961,"No","co-op","formal","No","gas","no","Combo",NA,2,2,0,5,5e+05,1150,"Somewhat Walkable","Northeast Queens",0
"322",1950,"Yes","co-op","formal","Yes","oil","no","Efficient",788,1,1,0,3,167500,NA,"Somewhat Walkable","Central Queens",0
"323",1955,"Yes","co-op","other","Yes","oil","yes","Eat_In",673,1,1,0,3,260000,NA,"Walker's Paradise","West Central Queens",0
"324",1975,"No","co-op",NA,"No","electric","yes","Efficient",NA,1,1,1,4,490000,1010,"Somewhat Walkable","Southeast Queens",0
"325",1941,"Yes","co-op","combo","Yes","oil","yes","Eat_In",NA,2,1,0,5,269000,NA,"Very Walkable","Northeast Queens",0
"326",1958,"Yes","co-op","combo","Yes","oil","yes","Efficient",740,1,1,0,3,158000,750,"Very Walkable","Jamaica",0
"327",1950,"No","co-op","combo","No","gas","no","Efficient",676,1,1,0,3,155000,NA,"Very Walkable","Northeast Queens",0
"328",1950,"No","co-op","combo","No","oil","yes","Efficient",706,2,1,0,5,263000,998,"Walker's Paradise","West Queens",0
"329",1950,"Yes","co-op","dining area","No","oil","no","Efficient",780,1,1,0,3,190000,NA,"Very Walkable","North Queens",0
"330",NA,"No","co-op","other","No",NA,"no",NA,763,2,1,0,6,325000,NA,"Walker's Paradise","West Queens",0
"331",1962,"Yes","co-op","formal","No","gas","no","Combo",NA,2,2,0,5,575000,1650,"Car-Dependent","North Queens",0
"332",1961,"No","co-op","combo","No","gas","no","Efficient",695,1,1,0,3,155000,NA,"Very Walkable","Northeast Queens",0
"333",1960,"Yes","co-op",NA,"Yes","oil","no","Efficient",544,1,1,0,3,130000,NA,"Somewhat Walkable","Southwest Queens",0
"334",1965,"Yes","co-op","combo","No","oil","no","Eat_In",708,2,1,0,4,150000,NA,"Very Walkable","Southwest Queens",0
"335",1951,"Yes","co-op","combo","No","oil","no","Efficient",949,2,1,0,5,210000,NA,"Very Walkable","North Queens",0
"336",2008,"No","condo",NA,"No","gas","no",NA,0,2,2,0,4,545000,898,"Walker's Paradise","West Queens",450
"337",2008,"No","condo","combo","No","gas","no","Combo",0,2,2,0,6,568000,700,"Walker's Paradise","West Queens",414.25
"338",2004,"Yes","condo","formal","No","gas","no","Eat_In",0,1,2,0,4,470000,800,"Walker's Paradise","North Queens",397.333333333333
"339",1949,"Yes","co-op","combo","Yes","oil","no","Eat_In",637,2,1,0,4,225000,NA,"Somewhat Walkable","Northeast Queens",0
"340",2007,"No","condo","other","No","gas","no","Efficient",0,1,1,0,4,380000,NA,"Very Walkable","West Central Queens",355
"341",1952,"Yes","condo",NA,"Yes",NA,"yes","Eat_In",0,2,1,0,5,428500,NA,"Very Walkable","Central Queens",647
"342",1960,"No","condo",NA,"No","gas","no","Efficient",0,1,1,1,5,438000,NA,"Car-Dependent","Northeast Queens",659.333333333333
"343",1953,"No","co-op",NA,"No","gas","no","Efficient",661,1,1,0,3,134000,575,"Very Walkable","Jamaica",0
"344",1973,"No","co-op","combo","No","electric","yes","Efficient",570,0,1,0,2,159000,550,"Walker's Paradise","West Central Queens",0
"345",1948,"No","co-op","combo","No","gas","no","Combo",630,2,1,0,5,240000,800,"Very Walkable","Southeast Queens",0
"346",2010,"Yes","condo","combo","Yes","gas","no","Efficient",0,2,2,0,4,585000,763,"Walker's Paradise","West Central Queens",322.583333333333
"347",1974,"No","co-op","combo","No","gas","no","Efficient",601,0,1,0,2,125000,NA,"Walker's Paradise","Southwest Queens",0
"348",1954,"No","co-op",NA,"No","gas","no","Eat_In",996,2,1,0,4,449000,NA,"Walker's Paradise","West Central Queens",0
"349",1965,"Yes","condo",NA,"Yes","gas","no","Efficient",0,1,1,0,4,174000,NA,"Very Walkable","Southwest Queens",606.5
"350",1950,"Yes","co-op","dining area","No","oil","no","Efficient",756,1,1,0,3,165500,NA,"Very Walkable","North Queens",0
"351",1940,"Yes","co-op","combo","Yes","gas","no","Combo",905,2,1,0,4,225000,NA,"Very Walkable","Central Queens",0
"352",1975,"No","co-op","formal","No","oil","no","Eat_In",NA,2,2,1,5,730000,1500,"Somewhat Walkable","Southeast Queens",0
"353",1955,"Yes","co-op","formal","No","gas","no","Combo",644,2,1,0,4,155000,NA,"Very Walkable","Southeast Queens",0
"354",1982,"Yes","condo","combo","No","gas","no","Eat_In",0,2,3,0,7,790000,1419,"Very Walkable","North Queens",1500.91666666667
"355",NA,"No","co-op","combo","No","gas","no","Efficient",626,1,1,0,3,228000,750,"Walker's Paradise","West Central Queens",0
"356",1960,"No","co-op","combo","No","gas","no","Eat_In",480,0,1,0,2,151500,NA,"Walker's Paradise","North Queens",0
"357",1988,"No","condo","combo","No","gas","no","Combo",0,2,1,1,5,555000,NA,"Walker's Paradise","North Queens",1144.66666666667
"358",1965,"No","co-op","formal","No","gas","yes","Efficient",NA,2,1,0,5,518000,1100,"Walker's Paradise","West Central Queens",0
"359",1982,"Yes","condo","combo","Yes","gas","yes","Efficient",0,1,2,0,4,2e+05,NA,"Very Walkable","Southwest Queens",437.333333333333
"360",1950,"Yes","co-op","combo","No","oil","no","Eat_In",810,2,1,0,4,248500,NA,"Very Walkable","Northeast Queens",0
"361",1964,"Yes","co-op","combo","No","gas","no","Combo",667,1,1,0,3,265000,NA,"Walker's Paradise","West Central Queens",0
"362",1950,"No","co-op","other","No","gas","no","Combo",NA,2,1,0,4,295000,1000,"Walker's Paradise","West Queens",0
"363",1995,"No","condo","combo","No","gas","no","Efficient",344,2,2,0,5,588000,1137,"Car-Dependent","Northeast Queens",NA
"364",2014,"No","condo","combo","No","gas","no","Eat_In",340,2,2,0,5,6e+05,870,"Walker's Paradise","North Queens",1115
"365",2008,"No","condo","combo","No","electric","no","Efficient",0,1,1,0,4,455000,NA,"Walker's Paradise","North Queens",221.25
"366",1942,"No","co-op","formal","No","oil","no","Eat_In",NA,2,1,0,5,479000,NA,"Walker's Paradise","West Central Queens",0
"367",1953,"No","co-op","combo","No","oil","yes","Eat_In",877,2,1,0,4,106000,NA,"Very Walkable","West Queens",0
"368",1955,"No","co-op","formal","No","oil","yes","Eat_In",701,1,1,0,3,185000,NA,"Very Walkable","North Queens",0
"369",2008,"No","condo",NA,"No","gas","no","Combo",0,2,1,0,4,555000,900,"Walker's Paradise","North Queens",576
"370",2007,"No","condo","combo","No",NA,"no","Eat_In",0,2,2,0,6,612500,NA,"Walker's Paradise","North Queens",290.083333333333
"371",1957,"No","co-op","combo","No","oil","no","Eat_In",869,1,1,0,3,248000,850,"Walker's Paradise","North Queens",0
"372",1950,"Yes","co-op","combo","No","gas","no","Efficient",849,2,1,0,5,270000,NA,"Very Walkable","Northeast Queens",0
